,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
92,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.1,0,0,0,0,0,0,0,23.70461538,16.85813018,62.38461538,26.7739645,11.39692308,4.772733728,3.353846154,1.374674556,1.993846154,0.848777455,113.4153846,71.52232975,155,114.2092308,48.95091124,54.07348,42.10487631,20.71206631,15.34578413,0,0,0,0,1163.891815,1506.915137,555.4682462,682.8971692,399.97342,101.3654945,189.5267617,2.454953846,1.00020071,217,114.0861538,7.181538462,3.750627219,1.815384615,0.301065089,2.461538462,3.711242604,2.043076923,1.987029586,0.861538462,1.61704142,1.224615385,0.821472189,0.184615385,0.301065089,1.04,1.0112,0,0,0,0,999355.3846,410319.9664,17.83076923,188.3630769,3.679116923,76.19076923,114.4830769,5.634676923,98.68076923,4.745076923,0.956913846,237.3477692,114.6984615,-0.030769231,0.992812904,66.7104,12.10811797,46.74660372,6.245834905,90.93951994,25.19285684,1.635361104,113.3545532,4.962497131,0.725573179,99.83129993,31.05206848,2.213503475,0.815495753,106.4337694,15.02138035,80.80303025,61.53925964,1.411032066,1.484798691,1.455483664,1.327549428,1.182045713,1.611708295,1.176629389,1.224312818,0.710415963,1.214481169,1.224937135,0.658896026,1.223953317,15.45480768,184.0310614,2.322734592,0,111.8003573,5.436340316,35.18383073,23.69847298,1.328835708,0.712334646,224.2912486,109.51389,0.330635954,21.96723279,16.25,118
93,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,26.14754098,19.45283526,62.40983607,26.78204784,11.36065574,4.809728568,3.475409836,1.499596883,2,0.853099574,114.795082,73.81652255,155,115.9180328,50.73636119,60.65043279,48.7555469,21.95572357,16.72729601,0,0,0,0,1159.994426,1562.976071,553.335082,749.2597529,399.97342,86.93727836,181.4354151,2.45442623,1.001730718,217,113.0901639,7.426229508,4.118247783,1.836065574,0.27411986,2.409836066,3.634506853,2.032786885,1.99946251,1.147540984,2.106960494,1.229508197,0.8613276,0.163934426,0.27411986,1.016393443,0.999731255,0.049180328,0.097554421,0,0,1001325.41,413297.3518,18.29286885,190.4836066,3.911081967,77.3852459,116.0409836,5.589590164,98.60590164,4.710614754,0.933368852,237.4067049,116.2704918,-0.016393443,0.977403992,71.14581967,12.61909516,46.85350726,8.585042927,87.27548845,36.83906581,1.920557007,341.8210959,14.430391,0.714116191,291.4011632,45.18300778,2.695532649,0.759349314,104.6133497,13.40575235,82.92365923,62.09728271,1.370812378,1.489352079,1.523021699,1.313341314,1.172958571,1.533745921,1.339763818,1.383240695,0.672838623,1.283555401,1.212315076,0.671978098,1.124135507,15.78163923,185.6873394,2.429934482,0,113.2004882,5.378978008,37.82209572,23.13259818,1.293348971,0.663123616,219.8333396,111.0685609,0.288080303,22.35084458,12.2,118
94,9.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,23.77981651,17.29186987,62.80140313,27.27322767,11.48839719,4.869057601,3.33837021,1.376650632,1.913653535,0.773969991,115.5315704,74.36302742,155,114.1705343,49.54832073,54.40397744,43.52327732,20.67116298,15.00583077,0,0,0,0,1174.215111,1464.816308,555.9824069,666.2780586,399.97342,98.2543609,181.1405485,2.435574744,1.033154095,217,113.5434431,7.403130059,4.125874554,1.838100378,0.271376269,2.374527793,3.621379138,2.13275769,1.920649672,1.057744199,1.95565657,1.568267674,0.962637272,0.161899622,0.271376269,1.406368052,1.153631645,0,0,0,0,978003.6158,428960.8975,18.05396654,186.0528872,3.532108473,75.76902321,119.0356179,5.683318942,100.2167998,4.6627415,0.967630329,240.8479423,119.4360496,0.018348624,0.998935869,65.95191581,13.38112582,50.23211492,5.202362849,95.87700841,36.16583079,1.658865789,122.0721112,5.456862108,0.716496217,71.79828429,37.07228037,2.487207401,0.764104392,118.0714483,15.1245792,80.94833351,61.80678537,1.40998417,1.461233469,1.423216465,1.347389449,1.170083056,1.546930741,1.29455058,1.297367925,0.699291264,1.273076261,1.252717331,0.722109251,1.270459737,15.82726207,182.0324345,2.247774451,0,116.0192917,5.502046041,34.78481339,24.11071576,1.320731624,0.717910518,235.2604373,114.4008771,0.563629072,22.03736181,18.53,118
95,9.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,24.31494376,18.00978802,63.72201393,26.30710887,11.64006427,4.749488552,3.349758972,1.398197028,1.92501339,0.76334145,115.2222817,74.55583518,155,113.4772362,49.18102562,55.87609416,45.36936888,20.46809588,14.79115423,0,0,0,0,1165.968613,1465.512456,546.4609534,662.8584486,399.97342,95.86807866,180.6223999,2.449748259,1.025788359,217,112.4499197,7.660417783,4.38801052,1.839314408,0.269731465,2.463845742,3.713584316,2.15747188,1.908649911,1.199785753,2.193930669,1.625066952,0.966844719,0.160685592,0.269731465,1.46438136,1.160837929,0,0,0,0,980518.1039,429346.9695,17.88752009,185.4226031,3.62457579,74.87948581,119.5216926,5.669207284,99.5851473,4.577043385,0.966170862,240.9579234,120.0241028,0.013926085,1.006177158,64.31017675,13.43495969,50.5894224,5.16169096,96.47214491,36.06958297,1.650590745,122.4163781,5.501050942,0.715500728,71.82844907,37.13429143,2.490281334,0.768287622,118.7955525,14.8303965,81.64472368,62.39941574,1.417349078,1.464536392,1.414018908,1.347575108,1.166861823,1.528430967,1.30348143,1.310803433,0.686613571,1.272215172,1.252355653,0.727177292,1.288705999,15.71932102,181.4668089,2.285759548,0,116.4448719,5.482831237,35.19166003,23.77384936,1.292557828,0.709477161,235.4238556,114.9698091,0.584525538,21.53199371,18.67,118
96,9.2,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1.7,0,0,0,0,0,0,23.65789474,17.16786704,66.7,25.77894737,12.18421053,4.662049861,3.263157895,1.329639889,1.947368421,0.718435254,109.6315789,66.4714694,150,109.8,46.86315789,53.99230961,42.66931713,19.64157895,13.7472133,0,0,0.082947368,0.158909695,1107.966526,1392.291704,529.2608947,641.6577874,399.97342,89.17719453,174.9182443,2.556052632,0.975944598,213,93.96315789,8.394736842,5.129085873,1.842105263,0.265927978,2.631578947,3.878116343,2.447368421,1.817451524,1.473684211,2.637119114,1.5,0.831578947,0.157894737,0.265927978,1.342105263,1.017728532,0,0,0,0,1018818.947,420654.0816,17.50947368,182.9736842,3.499584211,72.93157895,113.3842105,5.839263158,99.54442105,5.178578947,0.972268421,235.1081474,114.1210526,0.026315789,1.143280753,52.78694737,9.587253022,40.882812,4.940343685,90.23893345,19.4120787,1.166813896,112.7027731,5.386925912,0.681500038,87.09402316,26.98784635,2.220502759,1.177411783,78.8231056,14.34817673,75.84866644,56.63656193,1.615648772,1.630433348,1.55391553,1.490811513,1.398901352,1.691894358,1.406806557,1.47359707,0.920188779,1.390887673,1.394287994,1.115052303,1.434534403,15.71149495,179.6030565,2.234766347,0,111.4245457,5.699790164,34.58977666,23.84305897,1.419100702,0.726763456,225.6637526,109.7459905,0.629419242,19.44209819,19,117.6
97,11.18,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.35030198,11.29434571,60.67989646,27.44429498,11.12079379,4.78112919,3.182053494,1.170834695,1.987057808,0.868126891,112.6531493,68.8089528,155,114.1967213,47.48044527,42.26292934,26.87158275,19.19089301,14.0737396,0,0,0.058188093,0.114870023,1374.134426,1640.560023,688.1774374,836.8635131,399.97342,136.2509562,204.3709712,2.408723037,0.998452074,217,122.2113891,6.16824849,2.376271234,1.754098361,0.370868046,2.459016393,3.708680462,1.955133736,1.973689794,0,0,1.262295082,0.782472171,0.245901639,0.370868046,1.016393443,1.026039972,0,0,0,0,976259.7929,411445.8181,17.09145815,186.6937015,3.356031924,76.12597066,109.4598792,5.624132873,124.557541,7.068015531,0.967685073,258.5859025,108.9646247,0.070750647,1.041450588,65.35349439,14.93709966,50.35549139,3.193009272,97.18071542,59.14135313,1.588807167,314.9849262,55.16370978,0.594663312,239.3574202,66.6061487,2.189521666,0.724683516,121.1367723,18.25843532,75.90916832,58.5724652,1.303612973,1.357360397,1.033149625,1.199803767,1.143759663,1.351717026,1.113516232,1.308915103,0.800944179,1.261501131,0,0.764223712,1.176919124,14.56853589,182.9110723,2.226446265,0,103.7876407,5.444961197,31.56117573,29.3521338,1.683518501,0.777121027,249.5707434,-8,0.566246098,23.10818385,23.18,117.5
98,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,25.31578947,19.34626039,65.57894737,24.74238227,11.94736842,4.487534626,3.368421053,1.440443213,1.947368421,0.741619849,114.4736842,75.04859537,155,112,48.42105263,58.64255789,48.7958626,20.04210526,14.34603878,0,0,0,0,1147.052632,1469.001849,526.5952632,656.50573,399.97342,90.96135789,179.6503254,2.48,1.010526316,217,110.0526316,8.157894737,4.864265928,1.842105263,0.265927978,2.631578947,3.878116343,2.210526316,1.88365651,1.473684211,2.637119114,1.736842105,0.96398892,0.157894737,0.265927978,1.578947368,1.163434903,0,0,0,0,986300,430775.0807,17.55263158,184.1052632,3.798421053,72.94736842,120.4736842,5.644736842,98.1,4.398421053,0.964789474,241.1942105,121.2105263,0,1.021498684,60.95263158,13.55037053,51.3594214,5.090032049,97.78717917,35.90416993,1.636502736,123.2379772,5.597306726,0.714560651,71.89392456,37.29438552,2.5,0.777342501,120.3500548,14.35920725,83.08330151,63.68298368,1.422371583,1.462003628,1.38758188,1.338235799,1.152930167,1.483175735,1.310958833,1.329841445,0.65699222,1.263714851,1.242558323,0.733870514,1.318306913,15.50616551,180.2845083,2.357436625,0,117.2913182,5.448694476,35.92436879,23.01236733,1.233560171,0.694706845,235.7782887,116.1367547,0.629054928,20.50358799,19,117.226
99,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,12.04761905,62.67857143,26.13265306,11.47619048,4.739229025,3.154761905,1.209750567,2,0.859337849,110.0595238,70.78131466,155,111.7738095,47.95351474,42.84247381,28.91116508,18.91952381,13.89451247,0,0,0,0,1255.140476,1620.824127,605.0447619,729.8364518,429.97342,125.8948752,209.4446452,2.482261905,1.003344671,217,113.8095238,6.238095238,2.267573696,1.761904762,0.362811791,2.380952381,3.628117914,2.095238095,1.995464853,0,0,1.285714286,0.74829932,0.238095238,0.362811791,1.047619048,0.997732426,0,0,0,0,997713.0952,421733.8593,17.04761905,184.9880952,3.308285714,72,111.7380952,5.718095238,109.1754762,5.244047619,0.999238095,252.714,112.4047619,-0.107142857,1.077470881,62.825,14.14977204,52.18756407,4.781565292,96.72641831,32.19827014,1.486396573,135.490946,6.164561082,0.70783756,69.37386181,39.34904888,2.128897985,0.74183279,119.3630419,19.5611243,79.83701868,62.56662225,1.299707278,1.344373804,1.146233247,1.1911019,1.094083956,1.421892425,1.038349594,1.127176133,0.703603606,1.173527665,1.093107981,0.728330531,1.217788636,14.69931275,181.107635,2.178524608,0,108.7516596,5.544449945,31.28528904,24.36746319,1.387764256,0.793950895,246.8455946,106.416412,0.628623681,21.10136769,21,117.1
100,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14285714,12.76190476,62.71428571,26.14965986,11.47619048,4.739229025,3.19047619,1.247165533,2,0.850962943,110.952381,70.80449041,155,112.2380952,48.4399093,44.42540952,31.02174603,19.10738095,13.80505669,0,0,0,0,1227.819048,1563.699333,600.657619,716.2933228,429.97342,126.9663038,209.6581216,2.483333333,1.002222222,217,113.8095238,6.238095238,2.267573696,1.761904762,0.362811791,2.380952381,3.628117914,2.095238095,1.995464853,0,0,1.285714286,0.74829932,0.238095238,0.362811791,1.047619048,0.997732426,0,0,0,0,997195.2381,418112.2273,17.16190476,185.5238095,3.363285714,72.57142857,112.0952381,5.735238095,107.3719048,5.206190476,0.993952381,250.839,112.7619048,-0.142857143,1.079863738,63.12857143,14.11990421,51.84842946,4.755671842,96.33784091,32.24699181,1.496463613,136.5396233,6.188945814,0.704107137,69.16778546,39.4915531,2.152359882,0.742820822,119.2200784,18.86413246,80.26158195,62.3796081,1.342525427,1.423614914,1.343717383,1.242296861,1.144964404,1.542406672,1.232219202,1.302542162,0.715209648,1.261252053,1.136051417,0.814284119,1.27833918,14.8959328,181.5852461,2.190899802,0,109.264656,5.569224904,31.88214266,24.21021817,1.38355843,0.780311846,245.3590451,107.0325206,0.629810892,21.22826616,21,117
101,11,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.73809524,11.85600907,62.97619048,26.27437642,11.54761905,4.781179138,3.095238095,1.199546485,1.976190476,0.83394393,108.2142857,70.49330665,155,110.2857143,48.02721088,41.08779762,27.95622052,18.72761905,13.98589569,0,0,0.107047619,0.208997732,1290.438095,1688.38009,664.6554762,937.9196916,399.97342,119.3472562,201.0262212,2.497380952,0.990011338,217,113.0714286,6.071428571,2.112244898,1.785714286,0.336734694,2.142857143,3.367346939,2.142857143,1.945578231,0,0,1.357142857,0.799319728,0.214285714,0.336734694,1.142857143,1.034013605,0,0,0,0,1006004.762,417437.5847,16.96666667,184.1904762,3.130190476,69,110.0714286,5.711428571,119.5480952,7.732619048,1.008761905,262.374,110.7380952,-0.095238095,1.077318952,61.88571429,14.95829387,51.45927765,3.214043057,99.48492348,59.35251185,1.639227512,317.7887883,54.83112532,0.61964676,237.9367701,67.42819835,2.301532566,0.739013266,122.4026417,20.39649321,79.08327039,62.63965316,1.295053731,1.36546763,1.112326064,1.153697836,1.108878807,1.363851903,1.228466696,1.322224239,0.751799482,1.283996485,0,0.761971289,1.189347935,14.5328262,180.336607,2.10403884,0,102.3774845,5.534747633,29.87982086,24.92130414,1.463750996,0.810298792,251.8213587,-8,0.628553426,20.36172968,21,117
102,11,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.73809524,11.85600907,62.97619048,26.27437642,11.54761905,4.781179138,3.095238095,1.199546485,1.976190476,0.83394393,108.2142857,70.49330665,155,110.2857143,48.02721088,41.08779762,27.95622052,18.72761905,13.98589569,0,0,0.107047619,0.208997732,1290.438095,1688.38009,664.6554762,937.9196916,399.97342,119.3472562,201.0262212,2.497380952,0.990011338,217,113.0714286,6.071428571,2.112244898,1.785714286,0.336734694,2.142857143,3.367346939,2.142857143,1.945578231,0,0,1.357142857,0.799319728,0.214285714,0.336734694,1.142857143,1.034013605,0,0,0,0,1006004.762,417437.5847,16.96666667,184.1904762,3.130190476,69,110.0714286,5.711428571,119.5480952,7.732619048,1.008761905,262.374,110.7380952,-0.095238095,1.077318952,61.88571429,14.95829387,51.45927765,3.214043057,99.48492348,59.35251185,1.639227512,317.7887883,54.83112532,0.61964676,237.9367701,67.42819835,2.301532566,0.739013266,122.4026417,20.39649321,79.08327039,62.63965316,1.295053731,1.36546763,1.112326064,1.153697836,1.108878807,1.363851903,1.228466696,1.322224239,0.751799482,1.283996485,1.153953106,0.761971289,1.189347935,14.5328262,180.336607,2.10403884,0,102.3774845,5.534747633,29.87982086,24.92130414,1.463750996,0.810298792,251.8213587,24.68995463,0.628553426,20.36172968,21,117
103,10,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,20.42222222,14.60740741,67.37777778,22.33679012,11.83333333,4.694444444,3.122222222,1.257777778,1.972222222,0.80992168,107.4166667,72.19228474,155,108.25,46.94444444,45.93268056,35.96228519,18.55922222,13.41716667,0,0,0,0,1136.655556,1582.105308,536.9497222,702.5388433,399.97342,101.5147667,197.3987174,2.549333333,0.98962963,217,104.8722222,6.666666667,2.814814815,1.805555556,0.313271605,2.222222222,3.456790123,2.25,1.944444444,0.388888889,0.75617284,1.444444444,0.814814815,0.194444444,0.313271605,1.25,1.041666667,0,0,0,0,1019259.444,422880.3189,16.585,180.8666667,3.279188889,66.58888889,113.9611111,5.664944444,97.50888889,4.645,1.03495,247.4183333,115.5166667,-0.194444444,1.080046833,57.48166667,12.51742266,47.87227451,4.810036125,96.6370445,35.90294995,1.838034398,111.5829176,5.296269442,0.684066607,79.91405992,38.35822815,2.558392146,0.873964945,109.3439387,19.35091522,81.75381527,66.98114133,1.392727022,1.430206227,1.335418963,1.276369494,1.096124941,1.549185751,1.221896419,1.31315876,0.724941884,1.200691436,1.160502704,0.666341528,1.343932481,14.54395588,177.1581626,2.149400285,0,110.827684,5.458690718,30.8812669,20.86643847,1.186598631,0.802785766,241.2671387,109.5615341,0.4728102,18.78113757,18,117
104,12,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35454545,11.74512397,64.00909091,25.55338843,11.73636364,4.733553719,3.054545455,1.188760331,1.981818182,0.830900225,106.3181818,70.96165719,155,108.5272727,47.57619835,40.18166727,27.43332691,18.31490909,13.5377686,0,0,0.081745455,0.160518347,1230.881818,1690.594507,625.8337273,906.0062236,399.97342,115.1054073,203.0751617,2.537272727,0.985256198,217,108.6181818,6.1,2.049090909,1.790909091,0.330743802,2.090909091,3.307438017,2.218181818,1.943801653,0,0,1.372727273,0.779834711,0.209090909,0.330743802,1.163636364,1.01553719,0,0,0,0,1018450,422039.0894,16.84,182.8454545,3.070636364,66.4,110.8636364,5.762454545,112.4036364,6.918454545,1.030654545,260.0516364,112.1363636,-0.181818182,1.094640891,59.47363636,14.98110477,52.1048143,3.222864505,100.469896,59.63659316,1.670636048,321.9140093,55.23965561,0.633919804,238.7998196,68.11004177,2.363636364,0.746606653,123.3473597,21.71829609,80.60191229,64.65048038,1.27370315,1.334331836,1.10245167,1.124064186,1.066943765,1.360446651,1.200867238,1.340695713,0.708519342,1.237713868,1.144140282,0.723624869,1.19541068,14.52746732,179.0565764,2.059866874,0,104.3233072,5.588186073,29.26412368,22.67889797,1.32959735,0.831555565,250.8421905,24.67186941,0.653057192,19.27690617,22,117
105,7.955,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,21.19335631,14.02547179,60.62895644,28.25735693,11.11125039,4.934151117,3.253525541,1.289273213,1.952992792,0.848656216,114.293325,72.0050312,155,115.1538703,49.01523509,47.46645578,34.50062103,20.35544396,15.41044979,0,0,0,0,1288.485804,1563.631716,606.4432153,698.7229291,399.97342,117.1395452,198.9672432,2.409602006,1.027491826,217,118.8787214,6.344719524,2.689727582,1.764963961,0.359588199,2.350360389,3.595881986,2.010028204,1.984359215,0.21936697,0.431859387,1.310560953,0.803114683,0.235036039,0.359588199,1.075524914,1.04485341,0,0,0,0,972994.3278,424399.6409,17.64932623,187.2554058,3.365483861,76.70009401,113.3378251,5.634920088,110.4372642,5.189915387,1.006406456,248.3667625,113.2983391,0.005640865,1.036211855,70.45061893,12.25915501,44.39994998,4.889372204,87.68407403,38.36970615,1.745887732,105.9474552,4.777022939,1.294298071,77.48050311,41.13396273,2.276397904,0.727718946,112.0662079,16.80551593,75.45184517,60.4333011,1.381398606,1.43197128,1.220511788,1.305785542,1.173591895,1.460924808,1.134984659,1.154642412,0.884455471,1.238431024,1.20757202,0.759642543,1.283080056,15.11732815,183.0959008,2.205940265,0,110.0288685,5.453963133,32.67184482,26.48393801,1.463495561,0.76142895,242.0496331,107.1787206,0.609855506,23.4408933,15.955,117
106,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,21.85882353,15.11141869,63.54117647,26.13702422,11.62352941,4.748788927,3.247058824,1.320415225,1.964705882,0.811508983,111.9411765,73.33000037,155,112.2235294,48.94256055,49.30732824,37.43882478,19.97676471,14.93798616,0,0,0,0,1160.670588,1512.621516,554.1048235,682.304243,399.97342,100.6964247,187.8295898,2.474823529,1.021951557,217,110.8823529,6.823529412,3.141868512,1.823529412,0.290657439,2.352941176,3.598615917,2.152941176,1.955709343,0.494117647,0.953356401,1.411764706,0.876124567,0.176470588,0.290657439,1.235294118,1.075432526,0,0,0,0,997835.2941,424220.6924,17.59411765,185.4117647,3.369658824,72.51764706,115.7647059,5.684705882,98.76764706,4.719294118,0.987294118,242.973,116.5882353,-0.082352941,1.024680324,64.604,12.67522991,45.78791185,5.011792302,90.36836587,38.01248201,2.008335743,110.1288103,4.988560196,0.705907091,82.03525313,41.6159322,2.470750695,0.834135983,106.7682908,17.1782076,81.66706387,63.60720199,1.394960944,1.474490662,1.487169417,1.323454156,1.14974007,1.618843789,1.279208347,1.326853214,0.702637823,1.250667644,1.215884133,0.682490605,1.264328139,15.2782081,181.3177662,2.20984286,0,112.6613994,5.488254476,33.11250735,22.76535913,1.284104825,0.752128911,236.7303555,110.9749308,0.481459829,20.94079342,17,117
107,10.77,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.55467721,11.2876835,60.20597277,27.68869887,11.03293808,4.776932411,3.203337725,1.170043796,1.986824769,0.872427014,113.6012297,68.60335512,155,115.0645586,47.44353659,42.73583434,27.03559733,19.3725011,14.2314443,0,0,0.059235837,0.116910782,1397.25314,1635.055746,699.5821256,834.5080619,399.97342,138.7038325,204.1531529,2.390153711,0.997347248,217,124.1958718,6.171277997,2.417541978,1.749670619,0.375329164,2.503293808,3.753291638,1.91831357,1.97138944,0,0,1.249011858,0.782910737,0.250329381,0.375329164,0.998682477,1.026314008,0,0,0,0,970180.1932,409723.6638,17.14712341,187.3184014,3.395772069,77.49670619,109.2520861,5.602419851,126.7389416,7.191321915,0.95768599,258.7543843,108.4958278,0.108036891,1.033894075,66.43482653,14.92805651,50.10062142,3.191361341,96.80641157,59.07123489,1.576954015,313.7873775,55.10139874,0.588963441,239.2928209,66.39704367,2.165751438,0.721912476,120.764792,17.70741666,75.21932671,57.66306516,1.308959019,1.363369646,1.028376615,1.211014337,1.15695492,1.34926307,1.111950419,1.307313091,0.815857208,1.269921128,0,0.773577642,1.173928083,14.57898188,183.5217854,2.253124779,0,103.5012785,5.422786642,31.94964769,30.51218872,1.746351418,0.767762792,249.5769012,-8,0.556663151,23.72906167,22.77,116.7
